condition,seed,tick,collective_phi,joules_per_phi,alive,avg_energy,clustering
ENERGY_ONLY,8018,7400,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,7500,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,7600,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,7700,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,7800,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,7900,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,8000,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,8100,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,8200,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,8300,0.0600,N/A,12,0.05,12.51
ENERGY_ONLY,8018,8400,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,8500,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,8600,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,8700,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,8800,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,8900,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9000,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9100,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9200,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9300,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9400,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9500,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9600,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9700,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9800,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,8018,9900,0.0600,N/A,12,0.02,12.51
ENERGY_ONLY,9015,0,0.0946,0.104741,12,199.90,10.84
ENERGY_ONLY,9015,100,0.1172,1206.963078,12,190.07,10.84
ENERGY_ONLY,9015,200,0.1162,1204.097529,12,180.24,10.84
ENERGY_ONLY,9015,300,0.1151,1191.681654,12,170.42,10.84
ENERGY_ONLY,9015,400,0.1141,1154.701960,12,160.61,10.84
ENERGY_ONLY,9015,500,0.1130,1073.654559,12,150.81,10.84
ENERGY_ONLY,9015,600,0.1119,937.336741,12,141.02,10.84
ENERGY_ONLY,9015,700,0.1105,762.562998,12,131.25,10.84
ENERGY_ONLY,9015,800,0.1088,598.998484,12,121.48,10.84
ENERGY_ONLY,9015,900,0.1066,492.035608,12,111.74,10.84
ENERGY_ONLY,9015,1000,0.1047,965.795724,12,102.55,10.84
ENERGY_ONLY,9015,1100,0.1035,844.138404,12,94.53,10.84
ENERGY_ONLY,9015,1200,0.1022,717.942263,12,86.51,10.84
ENERGY_ONLY,9015,1300,0.1006,596.022348,12,78.51,10.84
ENERGY_ONLY,9015,1400,0.0988,485.390255,12,70.53,10.84
ENERGY_ONLY,9015,1500,0.0965,390.215091,12,62.56,10.84
ENERGY_ONLY,9015,1600,0.0938,311.844811,12,54.62,10.84
ENERGY_ONLY,9015,1700,0.0905,249.495951,12,46.70,10.84
ENERGY_ONLY,9015,1800,0.0866,201.146999,12,38.82,10.84
ENERGY_ONLY,9015,1900,0.0820,164.312009,12,30.98,10.84
ENERGY_ONLY,9015,2000,0.0768,136.557590,12,23.19,10.84
ENERGY_ONLY,9015,2100,0.0711,115.766977,12,15.44,10.84
ENERGY_ONLY,9015,2200,0.0650,100.222987,12,7.75,10.84
ENERGY_ONLY,9015,2300,0.0590,121.140879,12,0.49,10.84
ENERGY_ONLY,9015,2400,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,2500,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,2600,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,2700,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,2800,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,2900,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3000,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3100,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3200,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3300,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3400,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3500,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3600,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3700,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3800,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,3900,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,4000,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,4100,0.0587,N/A,12,0.11,10.84
ENERGY_ONLY,9015,4200,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4300,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4400,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4500,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4600,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4700,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4800,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,4900,0.0586,N/A,12,0.05,10.84
ENERGY_ONLY,9015,5000,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5100,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5200,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5300,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5400,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5500,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5600,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5700,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5800,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,5900,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6000,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6100,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6200,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6300,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6400,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6500,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6600,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6700,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6800,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,6900,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7000,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7100,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7200,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7300,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7400,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7500,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7600,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7700,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7800,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,7900,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8000,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8100,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8200,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8300,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8400,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8500,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8600,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8700,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8800,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,8900,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9000,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9100,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9200,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9300,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9400,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9500,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9600,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9700,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9800,0.0586,N/A,12,0.00,10.84
ENERGY_ONLY,9015,9900,0.0586,N/A,12,0.00,10.84
FREE,42,0,0.0987,0.000000,12,1000.00,12.03
FREE,42,100,0.1234,N/A,12,1000.00,12.03
FREE,42,200,0.1234,N/A,12,1000.00,12.03
FREE,42,300,0.1234,N/A,12,1000.00,12.03
FREE,42,400,0.1234,N/A,12,1000.00,12.03
FREE,42,500,0.1234,N/A,12,1000.00,12.03
FREE,42,600,0.1234,N/A,12,1000.00,12.03
FREE,42,700,0.1234,N/A,12,1000.00,12.03
FREE,42,800,0.1234,N/A,12,1000.00,12.03
FREE,42,900,0.1234,N/A,12,1000.00,12.03
FREE,42,1000,0.1234,N/A,12,1000.00,12.03
FREE,42,1100,0.1234,N/A,12,1000.00,12.03
FREE,42,1200,0.1234,N/A,12,1000.00,12.03
FREE,42,1300,0.1234,N/A,12,1000.00,12.03
FREE,42,1400,0.1234,N/A,12,1000.00,12.03
FREE,42,1500,0.1234,N/A,12,1000.00,12.03
FREE,42,1600,0.1234,N/A,12,1000.00,12.03
FREE,42,1700,0.1234,N/A,12,1000.00,12.03
FREE,42,1800,0.1234,N/A,12,1000.00,12.03
FREE,42,1900,0.1234,N/A,12,1000.00,12.03
FREE,42,2000,0.1234,N/A,12,1000.00,12.03
FREE,42,2100,0.1234,N/A,12,1000.00,12.03
FREE,42,2200,0.1234,N/A,12,1000.00,12.03
FREE,42,2300,0.1234,N/A,12,1000.00,12.03
FREE,42,2400,0.1234,N/A,12,1000.00,12.03
FREE,42,2500,0.1234,N/A,12,1000.00,12.03
FREE,42,2600,0.1234,N/A,12,1000.00,12.03
FREE,42,2700,0.1234,N/A,12,1000.00,12.03
FREE,42,2800,0.1234,N/A,12,1000.00,12.03
FREE,42,2900,0.1234,N/A,12,1000.00,12.03
FREE,42,3000,0.1234,N/A,12,1000.00,12.03
FREE,42,3100,0.1234,N/A,12,1000.00,12.03
FREE,42,3200,0.1234,N/A,12,1000.00,12.03
FREE,42,3300,0.1234,N/A,12,1000.00,12.03
FREE,42,3400,0.1234,N/A,12,1000.00,12.03
FREE,42,3500,0.1234,N/A,12,1000.00,12.03
FREE,42,3600,0.1234,N/A,12,1000.00,12.03
FREE,42,3700,0.1234,N/A,12,1000.00,12.03
FREE,42,3800,0.1234,N/A,12,1000.00,12.03
FREE,42,3900,0.1234,N/A,12,1000.00,12.03
FREE,42,4000,0.1234,N/A,12,1000.00,12.03
FREE,42,4100,0.1234,N/A,12,1000.00,12.03
FREE,42,4200,0.1234,N/A,12,1000.00,12.03
FREE,42,4300,0.1234,N/A,12,1000.00,12.03
FREE,42,4400,0.1234,N/A,12,1000.00,12.03
FREE,42,4500,0.1234,N/A,12,1000.00,12.03
FREE,42,4600,0.1234,N/A,12,1000.00,12.03
FREE,42,4700,0.1234,N/A,12,1000.00,12.03
FREE,42,4800,0.1234,N/A,12,1000.00,12.03
FREE,42,4900,0.1234,N/A,12,1000.00,12.03
FREE,42,5000,0.1234,N/A,12,1000.00,12.03
FREE,42,5100,0.1234,N/A,12,1000.00,12.03
FREE,42,5200,0.1234,N/A,12,1000.00,12.03
FREE,42,5300,0.1234,N/A,12,1000.00,12.03
FREE,42,5400,0.1234,N/A,12,1000.00,12.03
FREE,42,5500,0.1234,N/A,12,1000.00,12.03
FREE,42,5600,0.1234,N/A,12,1000.00,12.03
FREE,42,5700,0.1234,N/A,12,1000.00,12.03
FREE,42,5800,0.1234,N/A,12,1000.00,12.03
FREE,42,5900,0.1234,N/A,12,1000.00,12.03
FREE,42,6000,0.1234,N/A,12,1000.00,12.03
FREE,42,6100,0.1234,N/A,12,1000.00,12.03
FREE,42,6200,0.1234,N/A,12,1000.00,12.03
FREE,42,6300,0.1234,N/A,12,1000.00,12.03
FREE,42,6400,0.1234,N/A,12,1000.00,12.03
FREE,42,6500,0.1234,N/A,12,1000.00,12.03
FREE,42,6600,0.1234,N/A,12,1000.00,12.03
FREE,42,6700,0.1234,N/A,12,1000.00,12.03
FREE,42,6800,0.1234,N/A,12,1000.00,12.03
FREE,42,6900,0.1234,N/A,12,1000.00,12.03
FREE,42,7000,0.1234,N/A,12,1000.00,12.03
FREE,42,7100,0.1234,N/A,12,1000.00,12.03
FREE,42,7200,0.1234,N/A,12,1000.00,12.03
FREE,42,7300,0.1234,N/A,12,1000.00,12.03
FREE,42,7400,0.1234,N/A,12,1000.00,12.03
FREE,42,7500,0.1234,N/A,12,1000.00,12.03
FREE,42,7600,0.1234,N/A,12,1000.00,12.03
FREE,42,7700,0.1234,N/A,12,1000.00,12.03
FREE,42,7800,0.1234,N/A,12,1000.00,12.03
FREE,42,7900,0.1234,N/A,12,1000.00,12.03
FREE,42,8000,0.1234,N/A,12,1000.00,12.03
FREE,42,8100,0.1234,N/A,12,1000.00,12.03
FREE,42,8200,0.1234,N/A,12,1000.00,12.03
FREE,42,8300,0.1234,N/A,12,1000.00,12.03
FREE,42,8400,0.1234,N/A,12,1000.00,12.03
FREE,42,8500,0.1234,N/A,12,1000.00,12.03
FREE,42,8600,0.1234,N/A,12,1000.00,12.03
FREE,42,8700,0.1234,N/A,12,1000.00,12.03
FREE,42,8800,0.1234,N/A,12,1000.00,12.03
FREE,42,8900,0.1234,N/A,12,1000.00,12.03
FREE,42,9000,0.1234,N/A,12,1000.00,12.03
FREE,42,9100,0.1234,N/A,12,1000.00,12.03
FREE,42,9200,0.1234,N/A,12,1000.00,12.03
FREE,42,9300,0.1234,N/A,12,1000.00,12.03
FREE,42,9400,0.1234,N/A,12,1000.00,12.03
FREE,42,9500,0.1234,N/A,12,1000.00,12.03
FREE,42,9600,0.1234,N/A,12,1000.00,12.03
FREE,42,9700,0.1234,N/A,12,1000.00,12.03
FREE,42,9800,0.1234,N/A,12,1000.00,12.03
FREE,42,9900,0.1234,N/A,12,1000.00,12.03
FREE,1039,0,0.0983,0.000000,12,1000.00,12.00
FREE,1039,100,0.1228,N/A,12,1000.00,12.00
FREE,1039,200,0.1228,N/A,12,1000.00,12.00
FREE,1039,300,0.1228,N/A,12,1000.00,12.00
FREE,1039,400,0.1228,N/A,12,1000.00,12.00
FREE,1039,500,0.1228,N/A,12,1000.00,12.00
FREE,1039,600,0.1228,N/A,12,1000.00,12.00
FREE,1039,700,0.1228,N/A,12,1000.00,12.00
FREE,1039,800,0.1228,N/A,12,1000.00,12.00
FREE,1039,900,0.1228,N/A,12,1000.00,12.00
FREE,1039,1000,0.1228,N/A,12,1000.00,12.00
FREE,1039,1100,0.1228,N/A,12,1000.00,12.00
FREE,1039,1200,0.1228,N/A,12,1000.00,12.00
FREE,1039,1300,0.1228,N/A,12,1000.00,12.00
FREE,1039,1400,0.1228,N/A,12,1000.00,12.00
FREE,1039,1500,0.1228,N/A,12,1000.00,12.00
FREE,1039,1600,0.1228,N/A,12,1000.00,12.00
FREE,1039,1700,0.1228,N/A,12,1000.00,12.00
FREE,1039,1800,0.1228,N/A,12,1000.00,12.00
FREE,1039,1900,0.1228,N/A,12,1000.00,12.00
FREE,1039,2000,0.1228,N/A,12,1000.00,12.00
FREE,1039,2100,0.1228,N/A,12,1000.00,12.00
FREE,1039,2200,0.1228,N/A,12,1000.00,12.00
FREE,1039,2300,0.1228,N/A,12,1000.00,12.00
FREE,1039,2400,0.1228,N/A,12,1000.00,12.00
FREE,1039,2500,0.1228,N/A,12,1000.00,12.00
FREE,1039,2600,0.1228,N/A,12,1000.00,12.00
FREE,1039,2700,0.1228,N/A,12,1000.00,12.00
FREE,1039,2800,0.1228,N/A,12,1000.00,12.00
FREE,1039,2900,0.1228,N/A,12,1000.00,12.00
FREE,1039,3000,0.1228,N/A,12,1000.00,12.00
FREE,1039,3100,0.1228,N/A,12,1000.00,12.00
FREE,1039,3200,0.1228,N/A,12,1000.00,12.00
FREE,1039,3300,0.1228,N/A,12,1000.00,12.00
FREE,1039,3400,0.1228,N/A,12,1000.00,12.00
FREE,1039,3500,0.1228,N/A,12,1000.00,12.00
FREE,1039,3600,0.1228,N/A,12,1000.00,12.00
FREE,1039,3700,0.1228,N/A,12,1000.00,12.00
FREE,1039,3800,0.1228,N/A,12,1000.00,12.00
FREE,1039,3900,0.1228,N/A,12,1000.00,12.00
FREE,1039,4000,0.1228,N/A,12,1000.00,12.00
FREE,1039,4100,0.1228,N/A,12,1000.00,12.00
FREE,1039,4200,0.1228,N/A,12,1000.00,12.00
FREE,1039,4300,0.1228,N/A,12,1000.00,12.00
FREE,1039,4400,0.1228,N/A,12,1000.00,12.00
FREE,1039,4500,0.1228,N/A,12,1000.00,12.00
FREE,1039,4600,0.1228,N/A,12,1000.00,12.00
FREE,1039,4700,0.1228,N/A,12,1000.00,12.00
FREE,1039,4800,0.1228,N/A,12,1000.00,12.00
FREE,1039,4900,0.1228,N/A,12,1000.00,12.00
FREE,1039,5000,0.1228,N/A,12,1000.00,12.00
FREE,1039,5100,0.1228,N/A,12,1000.00,12.00
FREE,1039,5200,0.1228,N/A,12,1000.00,12.00
FREE,1039,5300,0.1228,N/A,12,1000.00,12.00
FREE,1039,5400,0.1228,N/A,12,1000.00,12.00
FREE,1039,5500,0.1228,N/A,12,1000.00,12.00
FREE,1039,5600,0.1228,N/A,12,1000.00,12.00
FREE,1039,5700,0.1228,N/A,12,1000.00,12.00
FREE,1039,5800,0.1228,N/A,12,1000.00,12.00
FREE,1039,5900,0.1228,N/A,12,1000.00,12.00
FREE,1039,6000,0.1228,N/A,12,1000.00,12.00
FREE,1039,6100,0.1228,N/A,12,1000.00,12.00
FREE,1039,6200,0.1228,N/A,12,1000.00,12.00
FREE,1039,6300,0.1228,N/A,12,1000.00,12.00
FREE,1039,6400,0.1228,N/A,12,1000.00,12.00
FREE,1039,6500,0.1228,N/A,12,1000.00,12.00
FREE,1039,6600,0.1228,N/A,12,1000.00,12.00
FREE,1039,6700,0.1228,N/A,12,1000.00,12.00
FREE,1039,6800,0.1228,N/A,12,1000.00,12.00
FREE,1039,6900,0.1228,N/A,12,1000.00,12.00
FREE,1039,7000,0.1228,N/A,12,1000.00,12.00
FREE,1039,7100,0.1228,N/A,12,1000.00,12.00
FREE,1039,7200,0.1228,N/A,12,1000.00,12.00
FREE,1039,7300,0.1228,N/A,12,1000.00,12.00
FREE,1039,7400,0.1228,N/A,12,1000.00,12.00
FREE,1039,7500,0.1228,N/A,12,1000.00,12.00
FREE,1039,7600,0.1228,N/A,12,1000.00,12.00
FREE,1039,7700,0.1228,N/A,12,1000.00,12.00
FREE,1039,7800,0.1228,N/A,12,1000.00,12.00
FREE,1039,7900,0.1228,N/A,12,1000.00,12.00
FREE,1039,8000,0.1228,N/A,12,1000.00,12.00
FREE,1039,8100,0.1228,N/A,12,1000.00,12.00
FREE,1039,8200,0.1228,N/A,12,1000.00,12.00
FREE,1039,8300,0.1228,N/A,12,1000.00,12.00
FREE,1039,8400,0.1228,N/A,12,1000.00,12.00
FREE,1039,8500,0.1228,N/A,12,1000.00,12.00
FREE,1039,8600,0.1228,N/A,12,1000.00,12.00
FREE,1039,8700,0.1228,N/A,12,1000.00,12.00
FREE,1039,8800,0.1228,N/A,12,1000.00,12.00
FREE,1039,8900,0.1228,N/A,12,1000.00,12.00
FREE,1039,9000,0.1228,N/A,12,1000.00,12.00
FREE,1039,9100,0.1228,N/A,12,1000.00,12.00
FREE,1039,9200,0.1228,N/A,12,1000.00,12.00
FREE,1039,9300,0.1228,N/A,12,1000.00,12.00
FREE,1039,9400,0.1228,N/A,12,1000.00,12.00
FREE,1039,9500,0.1228,N/A,12,1000.00,12.00
FREE,1039,9600,0.1228,N/A,12,1000.00,12.00
FREE,1039,9700,0.1228,N/A,12,1000.00,12.00
FREE,1039,9800,0.1228,N/A,12,1000.00,12.00
FREE,1039,9900,0.1228,N/A,12,1000.00,12.00
FREE,2036,0,0.0987,0.000000,12,1000.00,12.58
FREE,2036,100,0.1234,N/A,12,1000.00,12.58
FREE,2036,200,0.1234,N/A,12,1000.00,12.58
FREE,2036,300,0.1234,N/A,12,1000.00,12.58
FREE,2036,400,0.1234,N/A,12,1000.00,12.58
FREE,2036,500,0.1234,N/A,12,1000.00,12.58
FREE,2036,600,0.1234,N/A,12,1000.00,12.58
FREE,2036,700,0.1234,N/A,12,1000.00,12.58
FREE,2036,800,0.1234,N/A,12,1000.00,12.58
FREE,2036,900,0.1234,N/A,12,1000.00,12.58
FREE,2036,1000,0.1234,N/A,12,1000.00,12.58
FREE,2036,1100,0.1234,N/A,12,1000.00,12.58
FREE,2036,1200,0.1234,N/A,12,1000.00,12.58
FREE,2036,1300,0.1234,N/A,12,1000.00,12.58
FREE,2036,1400,0.1234,N/A,12,1000.00,12.58
FREE,2036,1500,0.1234,N/A,12,1000.00,12.58
FREE,2036,1600,0.1234,N/A,12,1000.00,12.58
FREE,2036,1700,0.1234,N/A,12,1000.00,12.58
FREE,2036,1800,0.1234,N/A,12,1000.00,12.58
FREE,2036,1900,0.1234,N/A,12,1000.00,12.58
FREE,2036,2000,0.1234,N/A,12,1000.00,12.58
FREE,2036,2100,0.1234,N/A,12,1000.00,12.58
FREE,2036,2200,0.1234,N/A,12,1000.00,12.58
FREE,2036,2300,0.1234,N/A,12,1000.00,12.58
FREE,2036,2400,0.1234,N/A,12,1000.00,12.58
FREE,2036,2500,0.1234,N/A,12,1000.00,12.58
FREE,2036,2600,0.1234,N/A,12,1000.00,12.58
FREE,2036,2700,0.1234,N/A,12,1000.00,12.58
FREE,2036,2800,0.1234,N/A,12,1000.00,12.58
FREE,2036,2900,0.1234,N/A,12,1000.00,12.58
FREE,2036,3000,0.1234,N/A,12,1000.00,12.58
FREE,2036,3100,0.1234,N/A,12,1000.00,12.58
FREE,2036,3200,0.1234,N/A,12,1000.00,12.58
FREE,2036,3300,0.1234,N/A,12,1000.00,12.58
FREE,2036,3400,0.1234,N/A,12,1000.00,12.58
FREE,2036,3500,0.1234,N/A,12,1000.00,12.58
FREE,2036,3600,0.1234,N/A,12,1000.00,12.58
FREE,2036,3700,0.1234,N/A,12,1000.00,12.58
FREE,2036,3800,0.1234,N/A,12,1000.00,12.58
FREE,2036,3900,0.1234,N/A,12,1000.00,12.58
FREE,2036,4000,0.1234,N/A,12,1000.00,12.58
FREE,2036,4100,0.1234,N/A,12,1000.00,12.58
FREE,2036,4200,0.1234,N/A,12,1000.00,12.58
FREE,2036,4300,0.1234,N/A,12,1000.00,12.58
FREE,2036,4400,0.1234,N/A,12,1000.00,12.58
FREE,2036,4500,0.1234,N/A,12,1000.00,12.58
FREE,2036,4600,0.1234,N/A,12,1000.00,12.58
FREE,2036,4700,0.1234,N/A,12,1000.00,12.58
FREE,2036,4800,0.1234,N/A,12,1000.00,12.58
FREE,2036,4900,0.1234,N/A,12,1000.00,12.58
FREE,2036,5000,0.1234,N/A,12,1000.00,12.58
FREE,2036,5100,0.1234,N/A,12,1000.00,12.58
FREE,2036,5200,0.1234,N/A,12,1000.00,12.58
FREE,2036,5300,0.1234,N/A,12,1000.00,12.58
FREE,2036,5400,0.1234,N/A,12,1000.00,12.58
FREE,2036,5500,0.1234,N/A,12,1000.00,12.58
FREE,2036,5600,0.1234,N/A,12,1000.00,12.58
FREE,2036,5700,0.1234,N/A,12,1000.00,12.58
FREE,2036,5800,0.1234,N/A,12,1000.00,12.58
FREE,2036,5900,0.1234,N/A,12,1000.00,12.58
FREE,2036,6000,0.1234,N/A,12,1000.00,12.58
FREE,2036,6100,0.1234,N/A,12,1000.00,12.58
FREE,2036,6200,0.1234,N/A,12,1000.00,12.58
FREE,2036,6300,0.1234,N/A,12,1000.00,12.58
FREE,2036,6400,0.1234,N/A,12,1000.00,12.58
FREE,2036,6500,0.1234,N/A,12,1000.00,12.58
FREE,2036,6600,0.1234,N/A,12,1000.00,12.58
FREE,2036,6700,0.1234,N/A,12,1000.00,12.58
FREE,2036,6800,0.1234,N/A,12,1000.00,12.58
FREE,2036,6900,0.1234,N/A,12,1000.00,12.58
FREE,2036,7000,0.1234,N/A,12,1000.00,12.58
FREE,2036,7100,0.1234,N/A,12,1000.00,12.58
FREE,2036,7200,0.1234,N/A,12,1000.00,12.58
FREE,2036,7300,0.1234,N/A,12,1000.00,12.58
FREE,2036,7400,0.1234,N/A,12,1000.00,12.58
FREE,2036,7500,0.1234,N/A,12,1000.00,12.58
FREE,2036,7600,0.1234,N/A,12,1000.00,12.58
FREE,2036,7700,0.1234,N/A,12,1000.00,12.58
FREE,2036,7800,0.1234,N/A,12,1000.00,12.58
FREE,2036,7900,0.1234,N/A,12,1000.00,12.58
FREE,2036,8000,0.1234,N/A,12,1000.00,12.58
FREE,2036,8100,0.1234,N/A,12,1000.00,12.58
FREE,2036,8200,0.1234,N/A,12,1000.00,12.58
FREE,2036,8300,0.1234,N/A,12,1000.00,12.58
FREE,2036,8400,0.1234,N/A,12,1000.00,12.58
FREE,2036,8500,0.1234,N/A,12,1000.00,12.58
FREE,2036,8600,0.1234,N/A,12,1000.00,12.58
FREE,2036,8700,0.1234,N/A,12,1000.00,12.58
FREE,2036,8800,0.1234,N/A,12,1000.00,12.58
FREE,2036,8900,0.1234,N/A,12,1000.00,12.58
FREE,2036,9000,0.1234,N/A,12,1000.00,12.58
FREE,2036,9100,0.1234,N/A,12,1000.00,12.58
FREE,2036,9200,0.1234,N/A,12,1000.00,12.58
FREE,2036,9300,0.1234,N/A,12,1000.00,12.58
FREE,2036,9400,0.1234,N/A,12,1000.00,12.58
FREE,2036,9500,0.1234,N/A,12,1000.00,12.58
FREE,2036,9600,0.1234,N/A,12,1000.00,12.58
FREE,2036,9700,0.1234,N/A,12,1000.00,12.58
FREE,2036,9800,0.1234,N/A,12,1000.00,12.58
FREE,2036,9900,0.1234,N/A,12,1000.00,12.58
FREE,3033,0,0.0985,0.000000,12,1000.00,10.87
FREE,3033,100,0.1231,N/A,12,1000.00,10.87
FREE,3033,200,0.1231,N/A,12,1000.00,10.87
FREE,3033,300,0.1231,N/A,12,1000.00,10.87
FREE,3033,400,0.1231,N/A,12,1000.00,10.87
FREE,3033,500,0.1231,N/A,12,1000.00,10.87
FREE,3033,600,0.1231,N/A,12,1000.00,10.87
FREE,3033,700,0.1231,N/A,12,1000.00,10.87
FREE,3033,800,0.1231,N/A,12,1000.00,10.87
FREE,3033,900,0.1231,N/A,12,1000.00,10.87
FREE,3033,1000,0.1231,N/A,12,1000.00,10.87
FREE,3033,1100,0.1231,N/A,12,1000.00,10.87
FREE,3033,1200,0.1231,N/A,12,1000.00,10.87
FREE,3033,1300,0.1231,N/A,12,1000.00,10.87
FREE,3033,1400,0.1231,N/A,12,1000.00,10.87
FREE,3033,1500,0.1231,N/A,12,1000.00,10.87
FREE,3033,1600,0.1231,N/A,12,1000.00,10.87
FREE,3033,1700,0.1231,N/A,12,1000.00,10.87
